,query,context,answer
132,"What type of examination did scholars perform on ChatGPT, and when was the resulting scholarly paper published?","Terry Yue Zhuo, Yujin Huang, Chunyang Chen, and Zhenchang Xing. Exploring ai ethics of chatgpt: A
diagnostic analysis. arXiv preprint arXiv:2301.12867 , 2023.
45",Scholars performed a diagnostic analysis to investigate the AI ethics associated with ChatGPT. Their findings were compiled into a research paper that became accessible as a preprint on arXiv in January 2023.
133,Who contributed to the research analyzing the ethical dimensions of ChatGPT and where can one access their findings?,"Terry Yue Zhuo, Yujin Huang, Chunyang Chen, and Zhenchang Xing. Exploring ai ethics of chatgpt: A
diagnostic analysis. arXiv preprint arXiv:2301.12867 , 2023.
45","The research was conducted by Terry Yue Zhuo, Yujin Huang, Chunyang Chen, and Zhenchang Xing. Their study was made available to the public as a preprint document on the arXiv platform, under the identifier arXiv:2301.12867."
134,How did the infrastructure team contribute to the success of the models discussed in the document?,"A Appendix
A.1 Contributions
All authors sorted alphabetically by last name.
ScienceandEngineeringLeadership : GuillemCucurull,NamanGoyal,LouisMartin,ThomasScialom,Ruan
Silva, Kevin Stone, Hugo Touvron.
Technical and Management Leadership : Sergey Edunov, Angela Fan, Melanie Kambadur, Sharan Narang,
Aurelien Rodriguez, Robert Stojnic.
Core Contributors : Peter Albert, Nikolay Bashlykov, Prajjwal Bhargava, Moya Chen, David Esiobu, Jeremy Fu,
Vedanuj Goswami, Anthony Hartshorn, Rui Hou, Marcin Kardas, Punit Singh Koura, Marie-Anne Lachaux,
Thibaut Lavril, Diana Liskovich, Xavier Martinet, Yuning Mao, Igor Molybog, Todor Mihaylov, Andrew
Poulton, Jeremy Reizenstein, Eric Michael Smith, Ranjan Subramanian, Xiaoqing Ellen Tan, Binh Tang, Ross
Taylor, Jacob Xu, Yuchen Zhang, Iliyan Zarov.
Contributors : Amjad Almahairi, Yasmine Babaei, Soumya Batra, Lukas Blecher, Dan Bikel, Shruti Bhosale,
Cristian Canton Ferrer, Jude Fernandes, Wenyin Fu, Brian Fuller, Cynthia Gao, Saghar Hosseini, Hakan
Inan, Isabel Kloumann, Madian Khabsa, Artem Korenev, Viktor Kerkez, Jian Xiang Kuan, Yinghai Lu,
JenyaLee,PushkarMishra,YixinNie,RashiRungta,AlanSchelten,KalyanSaladi,AdinaWilliams,ZhengYan.
We thank the GenAI executive team for their leadership and support: Ahmad Al-Dahle, Manohar Paluri.
A.1.1 Acknowledgments
This work was made possible by a large group of contributors. We extend our gratitude to the following
people for their assistance:
•Our human annotators, whose work we have shown is key to improving tuned model performance,
as well as internal leads who organized annotations and quality control: Eric Alamillo, Tamara
Best, Debanjali Bose, Adam Kelsey, Meghan Keneally, Rebecca Kogen, Catalina Mejiia, Elisabeth
Michaels,MarcoMierke,AlyssaPereira, LeighBelzRay,RachelRodriguez,BardiyaSadeghi,Karthik
Sivakumar, Laura Warne.
•Our large internal red team, and especially the red team organizers (Dan Bikel, Joanna Bitton, Sean
Brooks,CristianCantonFerrer,AaronFields,LiChen,IvanEvtimov,AaronGrattafiori,LaurieH,
Imanol Arrieta Ibarra, Semarley Jarrett, Harshit Maheshwari, Aram Markosyan, Pushkar Mishra,
David Renardy, Chris Rohlf, Davide Testuggine, Qing Hu, Matt Wilde, Michael Tontchev, and Rashi
Rungta) helped improve the safety and robustness of our models.
•The many members of our infrastructure team, including our production engineers and the builders
and maintainers of our Research Super Cluster and production clusters, who were key to our model
training success. Thanks also to Matthew Oldham and Adi Gangidi for helping us with carbon
emission calculations.
•Our closest legal, policy, comms, marketing, and privacy partners, including Mike Clark, Nisha Deo,
Ahuva Goldstand, Amanda Felix, Dustin Holland, Alex Kessler, Mo Metanat, Harrison Rudolph,
Adam Shajnfeld, Beau James, Helen Suk, Britt Montalvo, Allie Vieth and Polina Zvyagina, who
helped guide us through the release.
•Our partnerships team including Ash Jhaveri, Alex Boesenberg, Sy Choudhury, Mayumi Matsuno,
Ricardo Lopez-Barquilla, Marc Shedroff, Kelly Michelena, Allie Feinstein, Amit Sangani, Geeta
Chauhan,ChesterHu,CharltonGholson,AnjaKomlenovic,EissaJamil,BrandonSpence,Azadeh
Yazdan, Elisa Garcia Anzano, and Natascha Parks.
•ChrisMarra,ChayaNayak,JacquelinePan,GeorgeOrlin,EdwardDowling,EstebanArcaute,Philom-
ena Lobo, Eleonora Presani, and Logan Kerr, who provided helpful product and technical organiza-
tion support.
46","The infrastructure team played a crucial role in the success of the model training by being key contributors through their roles as production engineers, as well as their efforts in building and maintaining essential research and production clusters. Their expertise and dedication ensured efficient and effective infrastructure support, which was vital for training sophisticated models."
135,Can you describe the role of the red team in enhancing the model's security measures?,"A Appendix
A.1 Contributions
All authors sorted alphabetically by last name.
ScienceandEngineeringLeadership : GuillemCucurull,NamanGoyal,LouisMartin,ThomasScialom,Ruan
Silva, Kevin Stone, Hugo Touvron.
Technical and Management Leadership : Sergey Edunov, Angela Fan, Melanie Kambadur, Sharan Narang,
Aurelien Rodriguez, Robert Stojnic.
Core Contributors : Peter Albert, Nikolay Bashlykov, Prajjwal Bhargava, Moya Chen, David Esiobu, Jeremy Fu,
Vedanuj Goswami, Anthony Hartshorn, Rui Hou, Marcin Kardas, Punit Singh Koura, Marie-Anne Lachaux,
Thibaut Lavril, Diana Liskovich, Xavier Martinet, Yuning Mao, Igor Molybog, Todor Mihaylov, Andrew
Poulton, Jeremy Reizenstein, Eric Michael Smith, Ranjan Subramanian, Xiaoqing Ellen Tan, Binh Tang, Ross
Taylor, Jacob Xu, Yuchen Zhang, Iliyan Zarov.
Contributors : Amjad Almahairi, Yasmine Babaei, Soumya Batra, Lukas Blecher, Dan Bikel, Shruti Bhosale,
Cristian Canton Ferrer, Jude Fernandes, Wenyin Fu, Brian Fuller, Cynthia Gao, Saghar Hosseini, Hakan
Inan, Isabel Kloumann, Madian Khabsa, Artem Korenev, Viktor Kerkez, Jian Xiang Kuan, Yinghai Lu,
JenyaLee,PushkarMishra,YixinNie,RashiRungta,AlanSchelten,KalyanSaladi,AdinaWilliams,ZhengYan.
We thank the GenAI executive team for their leadership and support: Ahmad Al-Dahle, Manohar Paluri.
A.1.1 Acknowledgments
This work was made possible by a large group of contributors. We extend our gratitude to the following
people for their assistance:
•Our human annotators, whose work we have shown is key to improving tuned model performance,
as well as internal leads who organized annotations and quality control: Eric Alamillo, Tamara
Best, Debanjali Bose, Adam Kelsey, Meghan Keneally, Rebecca Kogen, Catalina Mejiia, Elisabeth
Michaels,MarcoMierke,AlyssaPereira, LeighBelzRay,RachelRodriguez,BardiyaSadeghi,Karthik
Sivakumar, Laura Warne.
•Our large internal red team, and especially the red team organizers (Dan Bikel, Joanna Bitton, Sean
Brooks,CristianCantonFerrer,AaronFields,LiChen,IvanEvtimov,AaronGrattafiori,LaurieH,
Imanol Arrieta Ibarra, Semarley Jarrett, Harshit Maheshwari, Aram Markosyan, Pushkar Mishra,
David Renardy, Chris Rohlf, Davide Testuggine, Qing Hu, Matt Wilde, Michael Tontchev, and Rashi
Rungta) helped improve the safety and robustness of our models.
•The many members of our infrastructure team, including our production engineers and the builders
and maintainers of our Research Super Cluster and production clusters, who were key to our model
training success. Thanks also to Matthew Oldham and Adi Gangidi for helping us with carbon
emission calculations.
•Our closest legal, policy, comms, marketing, and privacy partners, including Mike Clark, Nisha Deo,
Ahuva Goldstand, Amanda Felix, Dustin Holland, Alex Kessler, Mo Metanat, Harrison Rudolph,
Adam Shajnfeld, Beau James, Helen Suk, Britt Montalvo, Allie Vieth and Polina Zvyagina, who
helped guide us through the release.
•Our partnerships team including Ash Jhaveri, Alex Boesenberg, Sy Choudhury, Mayumi Matsuno,
Ricardo Lopez-Barquilla, Marc Shedroff, Kelly Michelena, Allie Feinstein, Amit Sangani, Geeta
Chauhan,ChesterHu,CharltonGholson,AnjaKomlenovic,EissaJamil,BrandonSpence,Azadeh
Yazdan, Elisa Garcia Anzano, and Natascha Parks.
•ChrisMarra,ChayaNayak,JacquelinePan,GeorgeOrlin,EdwardDowling,EstebanArcaute,Philom-
ena Lobo, Eleonora Presani, and Logan Kerr, who provided helpful product and technical organiza-
tion support.
46","The red team, consisting of various members including organizers and internal experts, was instrumental in testing the robustness and safety of the models. Their proactive involvement allowed for the identification and mitigation of potential vulnerabilities, thus enhancing the overall security and robustness of the models, ensuring their reliability and trustworthiness in practical applications."
136,How has the modification of the context window from 2048 to 4096 tokens influenced model performance in processing extensive documents and longer interaction histories?,"•Armand Joulin, Edouard Grave, Guillaume Lample, and Timothee Lacroix, members of the original
Llama team who helped get this work started.
•Drew Hamlin, Chantal Mora, and Aran Mun, who gave us some design input on the figures in the
paper.
•Vijai Mohan for the discussions about RLHF that inspired our Figure 20, and his contribution to the
internal demo.
•Earlyreviewersofthispaper,whohelpedusimproveitsquality,includingMikeLewis,JoellePineau,
Laurens van der Maaten, Jason Weston, and Omer Levy.
A.2 Additional Details for Pretraining
A.2.1 Architecture Changes Compared to Llama 1
Context Length. We expand the context window for Llama 2 from 2048 tokens to 4096 tokens. The longer
contextwindowenablesmodelstoprocessmoreinformation,whichisparticularlyusefulforsupporting
longerhistoriesinchatapplications,varioussummarizationtasks,andunderstandinglongerdocuments.
Table 16 compares the performance of 2k and 4k context pretraining on long-context benchmarks. Both
modelsaretrainedfor150Btokens,keepingthesamearchitectureandhyperparametersasabaseline,varying
onlythecontextlength. WeobserveimprovementonSCROLLS(Shahametal.,2022),wheretheaverage
inputlengthis3.5k,andnoperformancedegradationonSQUAD(Rajpurkaretal.,2018). Table17shows
that the longer context model retains strong performance on various general-purpose tasks.
Grouped-QueryAttention. Astandardpracticeforautoregressivedecodingistocachethekey(K)and
value (V) pairs for the previous tokens in the sequence, speeding up attention computation. With increasing
context windows or batch sizes, however, the memory costs associated with the KV cache size in multi-head
attention (MHA) models grow significantly. For larger models, where KV cache size becomes a bottleneck,
keyandvalueprojectionscanbesharedacrossmultipleheadswithoutmuchdegradationofperformance
(Chowdheryetal.,2022). Eithertheoriginalmulti-queryformatwithasingleKVprojection(MQA, Shazeer,
2019) or a grouped-query attention variant with 8 KV projections (GQA, Ainslie et al., 2023) can be used.
In Table 18, we compare MQA and GQA variants with an MHA baseline. We train all models with 150B
tokens while keeping a fixed 30B model size. To keep a similar overall parameter count across GQA and
MQA, we increase the dimension of the feed-forward layers to compensate for the reduction in the attention
layers. For the MQA variant, we increase the FFN dimension by a factor of 1.33, and for the GQA variant, we
increase it by a factor of 1.3. From the results, we observe that the GQA variant performs comparably to the
MHA baseline on most evaluation tasks and is better than the MQA variant on average.
Tooptimizeforlatency,wehostourlargestmodelsusing8A100sinasinglenodewithtensorparallelism
(Shoeybietal.,2019). Inthissetting, shardingforMQAcannotbedoneacrossheadsanymore, giventhe
numberofheadsislowerthanthenumberofGPUs. EitheryouduplicatetheKVvaluesinallGPUs(making
theKVcachesizeequaltoGQA),oranalternativeistoshardacrossthebatchdimensioninstead(Popeetal.,
2022). The latter, however, can complicate an inference service, as it works only when batch sizes are larger
than the number of shards and the additional communication cost is not worth it in all cases.
Context NarrativeQA Qasper QuALITY QMSum ContractNLI SQuAD
Length (F1) (F1) (acc) (Rouge 1/2/L) (EM) (EM/F1)
2k 0.21 0.71 26.1 0.13/0.01/0.12 11.76 57.23/62.89
4k 17.26 18.52 29.6 15.08 /3.55/12.16 16.33 57.99 /64.46
Table 16: Context length ablation on long-context tasks.","The extension of the context window to 4096 tokens allows the model to handle more data simultaneously, which is especially beneficial for dealing with longer documents and extending the depth of conversation in chat applications. Comparative data shows that while maintaining the same training methodology, there's notable improvement in processing texts with an average length close to the new token limit, such as those in SCROLLS benchmark, with no loss in quality on shorter texts like SQuAD."
137,Can you explain the architectural choice between multi-query attention and grouped-query attention in the context of managing memory cost effectively?,"•Armand Joulin, Edouard Grave, Guillaume Lample, and Timothee Lacroix, members of the original
Llama team who helped get this work started.
•Drew Hamlin, Chantal Mora, and Aran Mun, who gave us some design input on the figures in the
paper.
•Vijai Mohan for the discussions about RLHF that inspired our Figure 20, and his contribution to the
internal demo.
•Earlyreviewersofthispaper,whohelpedusimproveitsquality,includingMikeLewis,JoellePineau,
Laurens van der Maaten, Jason Weston, and Omer Levy.
A.2 Additional Details for Pretraining
A.2.1 Architecture Changes Compared to Llama 1
Context Length. We expand the context window for Llama 2 from 2048 tokens to 4096 tokens. The longer
contextwindowenablesmodelstoprocessmoreinformation,whichisparticularlyusefulforsupporting
longerhistoriesinchatapplications,varioussummarizationtasks,andunderstandinglongerdocuments.
Table 16 compares the performance of 2k and 4k context pretraining on long-context benchmarks. Both
modelsaretrainedfor150Btokens,keepingthesamearchitectureandhyperparametersasabaseline,varying
onlythecontextlength. WeobserveimprovementonSCROLLS(Shahametal.,2022),wheretheaverage
inputlengthis3.5k,andnoperformancedegradationonSQUAD(Rajpurkaretal.,2018). Table17shows
that the longer context model retains strong performance on various general-purpose tasks.
Grouped-QueryAttention. Astandardpracticeforautoregressivedecodingistocachethekey(K)and
value (V) pairs for the previous tokens in the sequence, speeding up attention computation. With increasing
context windows or batch sizes, however, the memory costs associated with the KV cache size in multi-head
attention (MHA) models grow significantly. For larger models, where KV cache size becomes a bottleneck,
keyandvalueprojectionscanbesharedacrossmultipleheadswithoutmuchdegradationofperformance
(Chowdheryetal.,2022). Eithertheoriginalmulti-queryformatwithasingleKVprojection(MQA, Shazeer,
2019) or a grouped-query attention variant with 8 KV projections (GQA, Ainslie et al., 2023) can be used.
In Table 18, we compare MQA and GQA variants with an MHA baseline. We train all models with 150B
tokens while keeping a fixed 30B model size. To keep a similar overall parameter count across GQA and
MQA, we increase the dimension of the feed-forward layers to compensate for the reduction in the attention
layers. For the MQA variant, we increase the FFN dimension by a factor of 1.33, and for the GQA variant, we
increase it by a factor of 1.3. From the results, we observe that the GQA variant performs comparably to the
MHA baseline on most evaluation tasks and is better than the MQA variant on average.
Tooptimizeforlatency,wehostourlargestmodelsusing8A100sinasinglenodewithtensorparallelism
(Shoeybietal.,2019). Inthissetting, shardingforMQAcannotbedoneacrossheadsanymore, giventhe
numberofheadsislowerthanthenumberofGPUs. EitheryouduplicatetheKVvaluesinallGPUs(making
theKVcachesizeequaltoGQA),oranalternativeistoshardacrossthebatchdimensioninstead(Popeetal.,
2022). The latter, however, can complicate an inference service, as it works only when batch sizes are larger
than the number of shards and the additional communication cost is not worth it in all cases.
Context NarrativeQA Qasper QuALITY QMSum ContractNLI SQuAD
Length (F1) (F1) (acc) (Rouge 1/2/L) (EM) (EM/F1)
2k 0.21 0.71 26.1 0.13/0.01/0.12 11.76 57.23/62.89
4k 17.26 18.52 29.6 15.08 /3.55/12.16 16.33 57.99 /64.46
Table 16: Context length ablation on long-context tasks.","In scenarios involving larger context windows or batch sizes, the memory demand for key and value caches increases, leading to potential bottlenecks. The solution involves either employing a standard multi-query attention with a single KV projection or opting for a grouped-query attention that supports multiple KV projections, thereby distributing the memory load more effectively. This approach maintains efficient attention computation without significantly compromising performance, as evidenced by the comparable results of the grouped-query variant against the multi-head attention baseline in various evaluation tasks."
138,How does the relationship between batch size and the number of shards impact the performance of an inference system?,"The latter, however, can complicate an inference service, as it works only when batch sizes are larger
than the number of shards and the additional communication cost is not worth it in all cases.
Context NarrativeQA Qasper QuALITY QMSum ContractNLI SQuAD
Length (F1) (F1) (acc) (Rouge 1/2/L) (EM) (EM/F1)
2k 0.21 0.71 26.1 0.13/0.01/0.12 11.76 57.23/62.89
4k 17.26 18.52 29.6 15.08 /3.55/12.16 16.33 57.99 /64.46
Table 16: Context length ablation on long-context tasks.
Context Hella-Swag NQ TQA GSM8K Human-Eval
Length (0-shot) (64-shot) (64-shot) (8-shot) (0-shot)
2k 75.1 25.5 53.7 4.9 7.9
4k 74.8 25.5 52.2 6.5 7.3
Table 17: Context length ablation on general tasks.
47","When dealing with inference systems, it is crucial to optimize the batch size relative to the number of shards. If batch sizes are not adequately larger than the number of shards, the performance of the system may suffer. This is because smaller batch sizes relative to the number of shards can hinder the system's ability to process data efficiently, leading to unnecessary complexities and elevated communication costs that may not justify the potential gains from such a system configuration."
139,What are the consequences of increased communication costs in certain setups of inference services?,"The latter, however, can complicate an inference service, as it works only when batch sizes are larger
than the number of shards and the additional communication cost is not worth it in all cases.
Context NarrativeQA Qasper QuALITY QMSum ContractNLI SQuAD
Length (F1) (F1) (acc) (Rouge 1/2/L) (EM) (EM/F1)
2k 0.21 0.71 26.1 0.13/0.01/0.12 11.76 57.23/62.89
4k 17.26 18.52 29.6 15.08 /3.55/12.16 16.33 57.99 /64.46
Table 16: Context length ablation on long-context tasks.
Context Hella-Swag NQ TQA GSM8K Human-Eval
Length (0-shot) (64-shot) (64-shot) (8-shot) (0-shot)
2k 75.1 25.5 53.7 4.9 7.9
4k 74.8 25.5 52.2 6.5 7.3
Table 17: Context length ablation on general tasks.
47","In scenarios where the configuration of an inference service involves smaller batch sizes in comparison to shards, there is an inevitable increase in communication overhead. This heightened communication demand can outweigh the benefits, rendering the system less effective and efficient. The trade-off here is between achieving the theoretical benefits of distributed processing against the practical overhead costs that may render the system impractical for certain applications."
140,How does model architecture influence performance outcomes across various knowledge-intensive tasks?,"BoolQ PIQA SIQA Hella-Swag ARC-e ARC-c NQ TQA MMLU GSM8K Human-Eval
MHA71.0 79.3 48.2 75.1 71.2 43.012.4 44.7 28.0 4.9 7.9
MQA 70.6 79.0 47.9 74.5 71.6 41.9 14.542.8 26.5 4.8 7.3
GQA 69.4 78.8 48.6 75.4 72.1 42.5 14.0 46.226.9 5.3 7.9
Table 18: Attention architecture ablations. We report 0-shot results for all tasks except MMLU(5-shot) and
GSM8K(8-shot). For GSM8K and Human-Eval we report maj@1 and pass@1 results. For NQ and TriviaQA
we report EM. For all other tasks we report accuracy.
Figure 24: Multi-query variants enable higher throughput with larger batch sizes, and show similar
latencyonsmallerbatches. Outputlengthisfixedat128tokens. Thefirstdatapointcorrespondstobatch
size 1, and then we double it until the model runs out of memory. The MHA variant triggers an out-of-
memory error at a batch size of 1024 for a context of 256 tokens and at a batch size of 128 for 2k context,
whereas MQA and GQA have successful runs in those settings.
Therefore,basedontheablationresultsandeaseofscalinginference,forthe34Band70B Llama 2 models
we chose to use GQA instead of MQA.
Figure 24 shows how inference speed changed for the 30B GQA and MQA ablation models compared to the
MHAbaseline,inanexperimentusing8x80GiBA100swithtensorparallelism. Intheserunswesimply
duplicated the KV heads for MQA in all GPUs, so the KV cache size for MQA became equal to the GQA and
the two variants behaved very similar (with MQA just having a slightly larger FFN dimension).
A.2.2 Additional Details for Pretrained Models Evaluation
MMLU details. In Table 19, we report details of the MMLU (Hendrycks et al., 2020) evaluation for Llama
2models and others open-source models.
Standard Benchmarks. In Table 20, we show results on several standard benchmarks.
CodeGeneration. InTable21,wecompareresultsof Llama 2 withpopularopensourcemodelsonthe
Human-Eval and MBPP code generation benchmarks.
World Knowledge. We evaluate the Llama 2 model together with other open-source models on the Natu-
ralQuestions and TriviaQA benchmarks (Table 22).
ReadingComprehension InTable23 wereport zero-shotand few-shot resultsonSQUADand zero-shot
and one-shot experiments on QUAC. Here Llama 2 performs best on all evaluation settings and models
except the QUAC 0-shot where Llama 1 30B performs slightly better.
Exams. In Table 24, we present fine-grained results from the English part of the AGI Eval (Zhong et al.,
2023) benchmark. AGI Eval is a collection of standardized exams in different subjects.
48","The ablation study showcases how different variations of attention architectures yield varied performance metrics across multiple benchmarks. Models like MHA, MQA, and GQA are assessed in scenarios with different shot requirements, such as 0-shot or few-shot setups. Particularly for more complex tasks like MMLU and GSM8K, specific architectures perform differently, where GQA was ultimately selected for Llama 2 models due to its better scalability and robustness in those evaluations."
141,What are the implications of different batch sizes on model efficiency according to recent experimental results?,"BoolQ PIQA SIQA Hella-Swag ARC-e ARC-c NQ TQA MMLU GSM8K Human-Eval
MHA71.0 79.3 48.2 75.1 71.2 43.012.4 44.7 28.0 4.9 7.9
MQA 70.6 79.0 47.9 74.5 71.6 41.9 14.542.8 26.5 4.8 7.3
GQA 69.4 78.8 48.6 75.4 72.1 42.5 14.0 46.226.9 5.3 7.9
Table 18: Attention architecture ablations. We report 0-shot results for all tasks except MMLU(5-shot) and
GSM8K(8-shot). For GSM8K and Human-Eval we report maj@1 and pass@1 results. For NQ and TriviaQA
we report EM. For all other tasks we report accuracy.
Figure 24: Multi-query variants enable higher throughput with larger batch sizes, and show similar
latencyonsmallerbatches. Outputlengthisfixedat128tokens. Thefirstdatapointcorrespondstobatch
size 1, and then we double it until the model runs out of memory. The MHA variant triggers an out-of-
memory error at a batch size of 1024 for a context of 256 tokens and at a batch size of 128 for 2k context,
whereas MQA and GQA have successful runs in those settings.
Therefore,basedontheablationresultsandeaseofscalinginference,forthe34Band70B Llama 2 models
we chose to use GQA instead of MQA.
Figure 24 shows how inference speed changed for the 30B GQA and MQA ablation models compared to the
MHAbaseline,inanexperimentusing8x80GiBA100swithtensorparallelism. Intheserunswesimply
duplicated the KV heads for MQA in all GPUs, so the KV cache size for MQA became equal to the GQA and
the two variants behaved very similar (with MQA just having a slightly larger FFN dimension).
A.2.2 Additional Details for Pretrained Models Evaluation
MMLU details. In Table 19, we report details of the MMLU (Hendrycks et al., 2020) evaluation for Llama
2models and others open-source models.
Standard Benchmarks. In Table 20, we show results on several standard benchmarks.
CodeGeneration. InTable21,wecompareresultsof Llama 2 withpopularopensourcemodelsonthe
Human-Eval and MBPP code generation benchmarks.
World Knowledge. We evaluate the Llama 2 model together with other open-source models on the Natu-
ralQuestions and TriviaQA benchmarks (Table 22).
ReadingComprehension InTable23 wereport zero-shotand few-shot resultsonSQUADand zero-shot
and one-shot experiments on QUAC. Here Llama 2 performs best on all evaluation settings and models
except the QUAC 0-shot where Llama 1 30B performs slightly better.
Exams. In Table 24, we present fine-grained results from the English part of the AGI Eval (Zhong et al.,
2023) benchmark. AGI Eval is a collection of standardized exams in different subjects.
48","Recent experimental data, as depicted in the study, highlight the impact of batch size adjustments on model efficiency. It was observed that multi-query variants could handle larger batches, enhancing throughput without significantly impacting latency for smaller batches. However, larger contexts or overly increased batch sizes could trigger memory errors, as seen with the MHA variant at specific thresholds. This information is crucial for optimizing model performance and resource usage during large-scale inference operations."
142,"How do the performances of models on different academic fields like humanities, sciences, and social studies compare on the Massive Multitask Language Understanding benchmark?","Humanities STEM Social Sciences Other Average
MPT7B 26.7 25.3 27.1 28.2 26.8
30B 44.5 39.0 52.8 52.9 46.9
Falcon7B 26.4 26.2 24.7 27.4 26.2
40B 49.3 45.5 65.4 65.0 55.4
Llama 17B 34.0 30.5 38.3 38.1 35.1
13B 45.0 35.8 53.8 53.3 46.9
33B 55.8 46.0 66.7 63.4 57.8
65B 61.8 51.7 72.9 67.4 63.4
Llama 27B 42.9 36.4 51.2 52.2 45.3
13B 52.8 44.1 62.6 61.1 54.8
34B 59.4 52.1 71.8 69.2 62.6
70B 65.0 58.0 80.3 74.6 68.9
Table19: Five-shotperformanceontheMassiveMultitaskLanguageUnderstanding(MMLU)benchmark.
BoolQ PIQA SIQA HellaSwag WinoGrande ARC-e ARC-c OBQA CSQA MMLU
MPT7B 75.0 80.6 48.5 76.4 68.3 70.2 42.6 51.4 21.3 26.8
30B 79.0 81.9 48.9 79.9 71.0 76.5 50.6 52.0 58.2 46.9
Falcon7B 67.5 76.7 47.2 74.1 66.3 70.0 42.4 51.6 20.8 26.2
40B 83.1 82.4 50.1 83.6 76.9 79.2 54.5 56.6 70.4 55.4
Llama 17B 76.5 79.8 48.9 76.1 70.1 72.8 47.6 57.2 33.6 35.1
13B 78.1 80.1 50.4 79.2 73.0 74.8 52.7 56.4 62.0 46.9
33B 83.1 82.3 50.4 82.8 76.0 80.0 57.858.6 72.5 57.8
65B85.382.852.3 84.2 77.0 78.9 56.0 60.2 74.0 63.4
Llama 27B 77.4 78.8 48.3 77.2 69.2 75.2 45.9 58.6 57.8 45.3
13B 81.7 80.5 50.3 80.7 72.8 77.3 49.4 57.0 67.3 54.8
34B 83.7 81.9 50.9 83.3 76.7 79.4 54.5 58.2 74.3 62.6
70B 85.0 82.850.7 85.3 80.2 80.2 57.460.2 78.5 68.9
Table 20: Performance on standard benchmarks.","The performance of models on different academic fields in the MMLU benchmark shows a range of scores. For instance, humanities typically show scores such as 26.7 by MPT7B and 61.8 by 65B, while in social sciences the scores range from 24.7 by Falcon7B to 72.9 by 65B. This indicates a variation in model capabilities across different fields, with generally higher scores in social sciences."
143,What trends can be observed in the performance outcomes on standard bencharking tests like BoolQ and SIQA among various models?,"Humanities STEM Social Sciences Other Average
MPT7B 26.7 25.3 27.1 28.2 26.8
30B 44.5 39.0 52.8 52.9 46.9
Falcon7B 26.4 26.2 24.7 27.4 26.2
40B 49.3 45.5 65.4 65.0 55.4
Llama 17B 34.0 30.5 38.3 38.1 35.1
13B 45.0 35.8 53.8 53.3 46.9
33B 55.8 46.0 66.7 63.4 57.8
65B 61.8 51.7 72.9 67.4 63.4
Llama 27B 42.9 36.4 51.2 52.2 45.3
13B 52.8 44.1 62.6 61.1 54.8
34B 59.4 52.1 71.8 69.2 62.6
70B 65.0 58.0 80.3 74.6 68.9
Table19: Five-shotperformanceontheMassiveMultitaskLanguageUnderstanding(MMLU)benchmark.
BoolQ PIQA SIQA HellaSwag WinoGrande ARC-e ARC-c OBQA CSQA MMLU
MPT7B 75.0 80.6 48.5 76.4 68.3 70.2 42.6 51.4 21.3 26.8
30B 79.0 81.9 48.9 79.9 71.0 76.5 50.6 52.0 58.2 46.9
Falcon7B 67.5 76.7 47.2 74.1 66.3 70.0 42.4 51.6 20.8 26.2
40B 83.1 82.4 50.1 83.6 76.9 79.2 54.5 56.6 70.4 55.4
Llama 17B 76.5 79.8 48.9 76.1 70.1 72.8 47.6 57.2 33.6 35.1
13B 78.1 80.1 50.4 79.2 73.0 74.8 52.7 56.4 62.0 46.9
33B 83.1 82.3 50.4 82.8 76.0 80.0 57.858.6 72.5 57.8
65B85.382.852.3 84.2 77.0 78.9 56.0 60.2 74.0 63.4
Llama 27B 77.4 78.8 48.3 77.2 69.2 75.2 45.9 58.6 57.8 45.3
13B 81.7 80.5 50.3 80.7 72.8 77.3 49.4 57.0 67.3 54.8
34B 83.7 81.9 50.9 83.3 76.7 79.4 54.5 58.2 74.3 62.6
70B 85.0 82.850.7 85.3 80.2 80.2 57.460.2 78.5 68.9
Table 20: Performance on standard benchmarks.","In standard benchmarks like BoolQ and SIQA, models exhibit increasing scores with the model's scales. For example, MPT7B scored 75.0 and 80.6 in BoolQ and SIQA respectively, and this increases to 85.3 and 82.8 with the 65B model in the same tests. This trend suggests that larger models tend to perform better in standard benchmarking tests compared to their smaller counterparts."
144,Can you explain how the scoring variation between models affects their performance in different scenarios?,"Human-Eval MBPP
pass@1 pass@100 pass@1 pass@80
MPT7B 18.3 - 22.6 -
30B 25.0 - 32.8 -
Falcon7B 0.0 - 11.2 -
40B 0.6 - 29.8 -
Llama 17B 10.5 36.5 17.7 56.2
13B 15.8 52.5 22.0 64.0
33B 21.7 70.7 30.2 73.4
65B 23.7 79.3 37.7 76.8
Llama 27B 12.8 45.6 20.8 62.8
13B 18.3 60.2 30.6 69.0
34B 22.6 77.2 33.0 76.1
70B29.9 89.0 45.0 81.4
Table 21: Code generation results on Human-Eval and MBPP . We report 0-shot and 3-shot results for
Human-Eval and MBPP respectively. For pass@100 and pass@80 scores, we use a temperature of 0.8 and
top-p=0.95. For pass@1 scores, we use a temperature of 0.1 and top- p=0.95.
49","The performance of models varies significantly across different setups and configurations, as seen in the tabulated scores. For instance, models like Llama and Falcon show varied success rates when evaluated on more stringent criteria like pass@1, which requires a higher precision. Conversely, under less restrictive conditions such as pass@100 and pass@80 where multiple attempts or solutions are considered, these models tend to show improved performance. This indicates that while some models excel in generating a correct answer on the first try, others might need additional attempts but eventually lead to a correct answer within the first few tries."
